wkt_geom;InputID;TargetID;Distance;MST
LineString (3451084.57525472668930888 5429673.20979042630642653, 3454694.72752937115728855 5433902.57885454595088959);16;7;5561.140919;0
LineString (3462178.43183876946568489 5426407.10723903961479664, 3467158.64961910201236606 5423881.07062907610088587);21;8;5584.796831;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3454597.78858819091692567 5425732.95110378973186016);25;17;5589.635233;0
LineString (3452022.87577706621959805 5430948.10442888643592596, 3453601.01639671809971333 5436313.93858938571065664);43;31;5593.57726;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3454905.93222851492464542 5432975.09213650040328503);46;38;5620.76757;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3454905.93222851492464542 5432975.09213650040328503);20;46;5625.203837;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3453990.06361989071592689 5427425.44798240438103676);20;19;5629.255035;0
LineString (3462384.64057742105796933 5426872.13059444166719913, 3467158.64961910201236606 5423881.07062907610088587);23;21;5634.199763;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3452022.87577706621959805 5430948.10442888643592596);19;43;5684.102413;0
LineString (3451084.57525472668930888 5429673.20979042630642653, 3456284.30115146934986115 5431976.09285443928092718);7;0;5687.39765;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3458048.36599232768639922 5426546.6815110445022583);0;13;5709.324599;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3451637.01836292631924152 5421813.62729568686336279);19;15;5714.574901;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3450492.70694015640765429 5428681.37302775215357542);18;27;5727.835841;0
LineString (3462159.84320575930178165 5426688.41854207124561071, 3467158.64961910201236606 5423881.07062907610088587);21;47;5733.770636;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3451406.10398236708715558 5428258.24060113355517387);28;27;5750.049231;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3453848.75896579492837191 5424471.4946203175932169);25;1;5753.447543;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3455663.71174610918387771 5424355.57401029951870441);29;28;5776.168334;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3457792.80140150897204876 5424119.22082886192947626);12;26;5779.087318;0
LineString (3462178.43183876946568489 5426407.10723903961479664, 3467552.71176850516349077 5424257.1826713215559721);36;8;5788.965491;0
LineString (3462384.64057742105796933 5426872.13059444166719913, 3467552.71176850516349077 5424257.1826713215559721);23;36;5792.57718;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3453848.75896579492837191 5424471.4946203175932169);19;1;5801.10756;0
LineString (3452022.87577706621959805 5430948.10442888643592596, 3454597.78858819091692567 5425732.95110378973186016);43;17;5816.696179;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3459069.47409876342862844 5424510.26605264004319906);32;20;5857.073391;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3457268.98848493350669742 5428081.87244538124650717);10;28;5866.100217;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3454905.93222851492464542 5432975.09213650040328503);28;46;5873.979306;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3453990.06361989071592689 5427425.44798240438103676);20;3;5885.407612;0
LineString (3451084.57525472668930888 5429673.20979042630642653, 3453848.75896579492837191 5424471.4946203175932169);1;7;5891.061573;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3453404.55361524969339371 5422713.04253131803125143);28;37;5894.82948;0
LineString (3451798.97748474264517426 5430317.69400124438107014, 3457268.98848493350669742 5428081.87244538124650717);4;10;5909.869818;0
LineString (3462159.84320575930178165 5426688.41854207124561071, 3467552.71176850516349077 5424257.1826713215559721);36;47;5916.189213;0
LineString (3464611.47653896687552333 5433151.62009744439274073, 3468723.84347889805212617 5428870.43565299920737743);11;49;5936.952419;0
LineString (3467158.64961910201236606 5423881.07062907610088587, 3470996.66585338255390525 5428416.35889498051255941);22;21;5941.936574;0
LineString (3453404.55361524969339371 5422713.04253131803125143, 3459069.47409876342862844 5424510.26605264004319906);32;37;5943.754047;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3451933.77845957269892097 5431382.375694889575243);45;19;5974.247582;0
LineString (3452022.87577706621959805 5430948.10442888643592596, 3457268.98848493350669742 5428081.87244538124650717);43;10;5978.606741;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3451084.57525472668930888 5429673.20979042630642653);38;7;5989.690005;0
LineString (3453404.55361524969339371 5422713.04253131803125143, 3458048.36599232768639922 5426546.6815110445022583);37;13;6022.341767;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3455663.71174610918387771 5424355.57401029951870441);3;29;6035.478077;0
LineString (3462384.64057742105796933 5426872.13059444166719913, 3464719.30048469034954906 5432442.04108787141740322);23;14;6040.007172;0
LineString (3451637.01836292631924152 5421813.62729568686336279, 3453990.06361989071592689 5427425.44798240438103676);20;15;6085.703693;0
LineString (3457268.98848493350669742 5428081.87244538124650717, 3462656.77635816438123584 5425198.84765840321779251);30;10;6111.265614;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3456284.30115146934986115 5431976.09285443928092718);0;28;6134.017922;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3454905.93222851492464542 5432975.09213650040328503);18;46;6157.87303;0
LineString (3464611.47653896687552333 5433151.62009744439274073, 3469242.10503632668405771 5437211.66114674508571625);35;49;6159.105241;0
LineString (3451798.97748474264517426 5430317.69400124438107014, 3453848.75896579492837191 5424471.4946203175932169);1;4;6195.66823;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3459069.47409876342862844 5424510.26605264004319906);12;32;6214.928394;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3454597.78858819091692567 5425732.95110378973186016);17;19;6220.541477;0
LineString (3465232.31786350952461362 5425724.29433836974203587, 3471345.1894326894544065 5424502.88789097126573324);2;42;6234.380936;0
LineString (3451933.77845957269892097 5431382.375694889575243, 3454597.78858819091692567 5425732.95110378973186016);45;17;6246.583179;0
LineString (3451798.97748474264517426 5430317.69400124438107014, 3453601.01639671809971333 5436313.93858938571065664);31;4;6261.713455;0
LineString (3464719.30048469034954906 5432442.04108787141740322, 3468935.69408008782193065 5427807.71101057343184948);9;14;6266.028689;0
LineString (3451933.77845957269892097 5431382.375694889575243, 3457268.98848493350669742 5428081.87244538124650717);45;10;6274.168512;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3453404.55361524969339371 5422713.04253131803125143);37;19;6278.278198;0
LineString (3459069.47409876342862844 5424510.26605264004319906, 3465232.31786350952461362 5425724.29433836974203587);32;42;6281.933969;0
LineString (3468935.69408008782193065 5427807.71101057343184948, 3471259.77054715529084206 5421970.82867374643683434);41;9;6283.205982;0
LineString (3462159.84320575930178165 5426688.41854207124561071, 3464719.30048469034954906 5432442.04108787141740322);14;47;6297.838249;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3456362.14373768400400877 5421591.03055325616151094);44;20;6298.753839;0
LineString (3465232.31786350952461362 5425724.29433836974203587, 3470996.66585338255390525 5428416.35889498051255941);22;42;6362.674795;0
LineString (3454694.72752937115728855 5433902.57885454595088959, 3457268.98848493350669742 5428081.87244538124650717);16;10;6365.123028;0
LineString (3451084.57525472668930888 5429673.20979042630642653, 3457268.98848493350669742 5428081.87244538124650717);10;7;6386.478057;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3451084.57525472668930888 5429673.20979042630642653);3;7;6432.871716;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3451637.01836292631924152 5421813.62729568686336279);28;15;6449.291581;0
LineString (3470996.66585338255390525 5428416.35889498051255941, 3471259.77054715529084206 5421970.82867374643683434);41;22;6451.560987;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3456284.30115146934986115 5431976.09285443928092718);0;17;6467.503692;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3454694.72752937115728855 5433902.57885454595088959);16;20;6515.919412;0
LineString (3464611.47653896687552333 5433151.62009744439274073, 3470109.42191518936306238 5436662.94686345662921667);39;49;6524.250658;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3454694.72752937115728855 5433902.57885454595088959);16;28;6533.078728;0
LineString (3462178.43183876946568489 5426407.10723903961479664, 3464719.30048469034954906 5432442.04108787141740322);8;14;6548.651312;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3457268.98848493350669742 5428081.87244538124650717);44;10;6554.475496;0
LineString (3462656.77635816438123584 5425198.84765840321779251, 3469195.91268025850877166 5424600.50072824023663998);34;30;6567.159309;0
LineString (3464719.30048469034954906 5432442.04108787141740322, 3469242.10503632668405771 5437211.66114674508571625);35;14;6573.735454;0
LineString (3451637.01836292631924152 5421813.62729568686336279, 3457792.80140150897204876 5424119.22082886192947626);15;26;6574.014651;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3456391.66935586743056774 5436679.22981312964111567);38;48;6582.619441;0
LineString (3453404.55361524969339371 5422713.04253131803125143, 3454910.15424565970897675 5429127.42035745643079281);37;12;6589.285522;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3454597.78858819091692567 5425732.95110378973186016);27;17;6615.068763;0
LineString (3453404.55361524969339371 5422713.04253131803125143, 3457268.98848493350669742 5428081.87244538124650717);10;37;6615.602071;0
LineString (3462384.64057742105796933 5426872.13059444166719913, 3468935.69408008782193065 5427807.71101057343184948);23;9;6618.231292;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3456586.13837308529764414 5421315.44365351181477308);24;20;6639.252582;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3453404.55361524969339371 5422713.04253131803125143);18;37;6641.343129;0
LineString (3462384.64057742105796933 5426872.13059444166719913, 3468723.84347889805212617 5428870.43565299920737743);23;11;6647.413705;0
LineString (3462384.64057742105796933 5426872.13059444166719913, 3464611.47653896687552333 5433151.62009744439274073);23;49;6663.291375;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3456284.30115146934986115 5431976.09285443928092718);18;0;6663.781558;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3454694.72752937115728855 5433902.57885454595088959);16;18;6702.681664;0
LineString (3452022.87577706621959805 5430948.10442888643592596, 3453848.75896579492837191 5424471.4946203175932169);43;1;6729.647599;0
LineString (3464719.30048469034954906 5432442.04108787141740322, 3465232.31786350952461362 5425724.29433836974203587);14;42;6737.967567;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3455663.71174610918387771 5424355.57401029951870441);29;18;6742.411528;0
LineString (3462656.77635816438123584 5425198.84765840321779251, 3468935.69408008782193065 5427807.71101057343184948);30;9;6800.057115;0
LineString (3456586.13837308529764414 5421315.44365351181477308, 3457268.98848493350669742 5428081.87244538124650717);24;10;6801.411276;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3457268.98848493350669742 5428081.87244538124650717);18;10;6803.398558;0
LineString (3455663.71174610918387771 5424355.57401029951870441, 3462178.43183876946568489 5426407.10723903961479664);8;29;6830.791249;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3454905.93222851492464542 5432975.09213650040328503);25;46;6834.261897;0
LineString (3464719.30048469034954906 5432442.04108787141740322, 3470109.42191518936306238 5436662.94686345662921667);39;14;6846.847978;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3453404.55361524969339371 5422713.04253131803125143);37;25;6849.248928;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3458048.36599232768639922 5426546.6815110445022583);28;13;6859.891599;0
LineString (3462159.84320575930178165 5426688.41854207124561071, 3468935.69408008782193065 5427807.71101057343184948);9;47;6868.409608;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3451084.57525472668930888 5429673.20979042630642653);7;27;6869.069548;0
LineString (3464611.47653896687552333 5433151.62009744439274073, 3468935.69408008782193065 5427807.71101057343184948);49;9;6875.023775;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3450492.70694015640765429 5428681.37302775215357542);18;38;6889.750537;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3456362.14373768400400877 5421591.03055325616151094);44;3;6895.179764;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3453990.06361989071592689 5427425.44798240438103676);27;20;6899.891053;0
LineString (3462178.43183876946568489 5426407.10723903961479664, 3468935.69408008782193065 5427807.71101057343184948);9;8;6901.6266;0
LineString (3455663.71174610918387771 5424355.57401029951870441, 3462159.84320575930178165 5426688.41854207124561071);47;29;6902.999896;0
LineString (3462159.84320575930178165 5426688.41854207124561071, 3464611.47653896687552333 5433151.62009744439274073);49;47;6913.23437;0
LineString (3462159.84320575930178165 5426688.41854207124561071, 3468723.84347889805212617 5428870.43565299920737743);47;11;6917.908172;0
LineString (3451933.77845957269892097 5431382.375694889575243, 3456391.66935586743056774 5436679.22981312964111567);48;45;6923.73849;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3451637.01836292631924152 5421813.62729568686336279);15;25;6950.239365;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3451637.01836292631924152 5421813.62729568686336279);15;18;6963.010127;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3454910.15424565970897675 5429127.42035745643079281);12;19;6976.177379;0
LineString (3462178.43183876946568489 5426407.10723903961479664, 3468723.84347889805212617 5428870.43565299920737743);8;11;6994.337767;0
LineString (3465232.31786350952461362 5425724.29433836974203587, 3472171.90485716983675957 5424803.07942000404000282);42;33;7001.231179;0
LineString (3451084.57525472668930888 5429673.20979042630642653, 3455663.71174610918387771 5424355.57401029951870441);7;29;7018.163083;0
LineString (3455663.71174610918387771 5424355.57401029951870441, 3462656.77635816438123584 5425198.84765840321779251);29;30;7044.436824;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3449908.01308531407266855 5435545.69743746984750032);38;25;7048.432495;0
LineString (3462656.77635816438123584 5425198.84765840321779251, 3468723.84347889805212617 5428870.43565299920737743);11;30;7092.278049;0
LineString (3465232.31786350952461362 5425724.29433836974203587, 3471259.77054715529084206 5421970.82867374643683434);41;42;7101.371077;0
LineString (3451084.57525472668930888 5429673.20979042630642653, 3453601.01639671809971333 5436313.93858938571065664);7;31;7102.143905;0
LineString (3451798.97748474264517426 5430317.69400124438107014, 3455663.71174610918387771 5424355.57401029951870441);29;4;7105.777044;0
LineString (3454905.93222851492464542 5432975.09213650040328503, 3458048.36599232768639922 5426546.6815110445022583);13;46;7156.02693;0
LineString (3462178.43183876946568489 5426407.10723903961479664, 3464611.47653896687552333 5433151.62009744439274073);49;8;7170.6477;0
LineString (3451933.77845957269892097 5431382.375694889575243, 3453848.75896579492837191 5424471.4946203175932169);45;1;7171.911623;0
LineString (3455663.71174610918387771 5424355.57401029951870441, 3462384.64057742105796933 5426872.13059444166719913);23;29;7177.341886;0
LineString (3462384.64057742105796933 5426872.13059444166719913, 3469195.91268025850877166 5424600.50072824023663998);34;23;7180.857018;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3456586.13837308529764414 5421315.44365351181477308);3;24;7186.356369;0
LineString (3452022.87577706621959805 5430948.10442888643592596, 3456391.66935586743056774 5436679.22981312964111567);43;48;7207.048273;0
LineString (3456586.13837308529764414 5421315.44365351181477308, 3462656.77635816438123584 5425198.84765840321779251);30;24;7207.202117;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3455663.71174610918387771 5424355.57401029951870441);29;25;7228.826217;0
LineString (3458048.36599232768639922 5426546.6815110445022583, 3465232.31786350952461362 5425724.29433836974203587);42;13;7231.618676;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3451798.97748474264517426 5430317.69400124438107014);4;3;7237.197697;0
LineString (3462178.43183876946568489 5426407.10723903961479664, 3469195.91268025850877166 5424600.50072824023663998);34;8;7247.073205;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3454905.93222851492464542 5432975.09213650040328503);46;17;7249.330702;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3462656.77635816438123584 5425198.84765840321779251);30;44;7255.976976;0
LineString (3451798.97748474264517426 5430317.69400124438107014, 3458048.36599232768639922 5426546.6815110445022583);4;13;7299.688909;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3455663.71174610918387771 5424355.57401029951870441);29;27;7303.365987;0
LineString (3453601.01639671809971333 5436313.93858938571065664, 3454910.15424565970897675 5429127.42035745643079281);31;12;7305.425372;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3456284.30115146934986115 5431976.09285443928092718);38;0;7308.147712;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3454694.72752937115728855 5433902.57885454595088959);16;25;7330.29177;0
LineString (3451084.57525472668930888 5429673.20979042630642653, 3453404.55361524969339371 5422713.04253131803125143);7;37;7337.266297;0
LineString (3462159.84320575930178165 5426688.41854207124561071, 3469195.91268025850877166 5424600.50072824023663998);47;34;7340.105686;0
LineString (3468723.84347889805212617 5428870.43565299920737743, 3471259.77054715529084206 5421970.82867374643683434);11;41;7351.641687;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3456284.30115146934986115 5431976.09285443928092718);25;0;7409.585984;0
LineString (3466659.65724263805896044 5435999.49862106051295996, 3468723.84347889805212617 5428870.43565299920737743);5;11;7422.635785;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3451406.10398236708715558 5428258.24060113355517387);28;38;7440.466995;0
LineString (3464611.47653896687552333 5433151.62009744439274073, 3465232.31786350952461362 5425724.29433836974203587);49;42;7453.958578;0
LineString (3464719.30048469034954906 5432442.04108787141740322, 3470996.66585338255390525 5428416.35889498051255941);22;14;7458.10166;0
LineString (3452022.87577706621959805 5430948.10442888643592596, 3458048.36599232768639922 5426546.6815110445022583);43;13;7462.540629;0
LineString (3452022.87577706621959805 5430948.10442888643592596, 3455663.71174610918387771 5424355.57401029951870441);29;43;7531.748299;0
LineString (3462656.77635816438123584 5425198.84765840321779251, 3464719.30048469034954906 5432442.04108787141740322);30;14;7531.859759;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3457268.98848493350669742 5428081.87244538124650717);25;10;7539.722713;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3462178.43183876946568489 5426407.10723903961479664);44;8;7552.14837;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3455663.71174610918387771 5424355.57401029951870441);19;29;7557.223288;0
LineString (3456586.13837308529764414 5421315.44365351181477308, 3462178.43183876946568489 5426407.10723903961479664);8;24;7563.72449;0
LineString (3464611.47653896687552333 5433151.62009744439274073, 3470757.58480571396648884 5437620.50360719952732325);6;49;7599.854532;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3462178.43183876946568489 5426407.10723903961479664);17;8;7611.324459;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3457792.80140150897204876 5424119.22082886192947626);26;28;7611.324542;0
LineString (3457792.80140150897204876 5424119.22082886192947626, 3465232.31786350952461362 5425724.29433836974203587);42;26;7611.478547;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3462159.84320575930178165 5426688.41854207124561071);17;47;7622.94139;0
LineString (3451084.57525472668930888 5429673.20979042630642653, 3458048.36599232768639922 5426546.6815110445022583);13;7;7634.17464;0
LineString (3455663.71174610918387771 5424355.57401029951870441, 3456284.30115146934986115 5431976.09285443928092718);29;0;7646.428898;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3462159.84320575930178165 5426688.41854207124561071);12;47;7649.731219;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3456362.14373768400400877 5421591.03055325616151094);44;12;7675.67263;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3456391.66935586743056774 5436679.22981312964111567);48;12;7696.445722;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3462159.84320575930178165 5426688.41854207124561071);47;44;7720.641023;0
LineString (3464611.47653896687552333 5433151.62009744439274073, 3471558.65334488870576024 5436536.49105874821543694);49;40;7728.742096;0
LineString (3456586.13837308529764414 5421315.44365351181477308, 3462159.84320575930178165 5426688.41854207124561071);47;24;7742.524842;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3454910.15424565970897675 5429127.42035745643079281);3;12;7746.224182;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3451798.97748474264517426 5430317.69400124438107014);4;27;7750.367945;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3462178.43183876946568489 5426407.10723903961479664);12;8;7761.440137;0
LineString (3451798.97748474264517426 5430317.69400124438107014, 3453404.55361524969339371 5422713.04253131803125143);37;4;7772.963876;0
LineString (3451933.77845957269892097 5431382.375694889575243, 3458048.36599232768639922 5426546.6815110445022583);45;13;7796.376541;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3462384.64057742105796933 5426872.13059444166719913);12;23;7808.102604;0
LineString (3451798.97748474264517426 5430317.69400124438107014, 3456391.66935586743056774 5436679.22981312964111567);48;4;7846.849332;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3458048.36599232768639922 5426546.6815110445022583);18;13;7852.174922;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3462384.64057742105796933 5426872.13059444166719913);23;17;7870.528439;0
LineString (3451084.57525472668930888 5429673.20979042630642653, 3451637.01836292631924152 5421813.62729568686336279);7;15;7879.63581;0
LineString (3453848.75896579492837191 5424471.4946203175932169, 3456284.30115146934986115 5431976.09285443928092718);1;0;7890.623682;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3462159.84320575930178165 5426688.41854207124561071);47;0;7905.293855;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3452022.87577706621959805 5430948.10442888643592596);43;3;7905.541887;0
LineString (3451637.01836292631924152 5421813.62729568686336279, 3459069.47409876342862844 5424510.26605264004319906);15;32;7907.29264;0
LineString (3468723.84347889805212617 5428870.43565299920737743, 3470109.42191518936306238 5436662.94686345662921667);39;11;7915.542541;0
LineString (3464611.47653896687552333 5433151.62009744439274073, 3470996.66585338255390525 5428416.35889498051255941);49;22;7950.265963;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3462384.64057742105796933 5426872.13059444166719913);23;0;7954.681294;0
LineString (3464719.30048469034954906 5432442.04108787141740322, 3470757.58480571396648884 5437620.50360719952732325);14;6;7955.542989;0
LineString (3451933.77845957269892097 5431382.375694889575243, 3455663.71174610918387771 5424355.57401029951870441);45;29;7956.103306;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3459069.47409876342862844 5424510.26605264004319906);32;0;7969.156611;0
LineString (3451637.01836292631924152 5421813.62729568686336279, 3458048.36599232768639922 5426546.6815110445022583);15;13;7969.884289;0
LineString (3464719.30048469034954906 5432442.04108787141740322, 3471558.65334488870576024 5436536.49105874821543694);40;14;7972.129714;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3456586.13837308529764414 5421315.44365351181477308);24;12;7990.451337;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3457792.80140150897204876 5424119.22082886192947626);26;0;8001.101177;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3462384.64057742105796933 5426872.13059444166719913);44;23;8010.805527;0
LineString (3451637.01836292631924152 5421813.62729568686336279, 3454910.15424565970897675 5429127.42035745643079281);12;15;8013.503227;0
LineString (3456586.13837308529764414 5421315.44365351181477308, 3462384.64057742105796933 5426872.13059444166719913);24;23;8031.93303;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3462656.77635816438123584 5425198.84765840321779251);30;17;8077.479566;0
LineString (3454694.72752937115728855 5433902.57885454595088959, 3458048.36599232768639922 5426546.6815110445022583);13;16;8085.050197;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3462178.43183876946568489 5426407.10723903961479664);8;0;8109.695775;0
LineString (3459069.47409876342862844 5424510.26605264004319906, 3467158.64961910201236606 5423881.07062907610088587);21;32;8114.459894;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3457792.80140150897204876 5424119.22082886192947626);26;3;8119.858997;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3456362.14373768400400877 5421591.03055325616151094);27;44;8120.58689;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3454910.15424565970897675 5429127.42035745643079281);38;12;8138.023384;0
LineString (3470996.66585338255390525 5428416.35889498051255941, 3471558.65334488870576024 5436536.49105874821543694);40;22;8140.394194;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3454694.72752937115728855 5433902.57885454595088959);16;17;8170.919903;0
LineString (3468723.84347889805212617 5428870.43565299920737743, 3471558.65334488870576024 5436536.49105874821543694);40;11;8174.24787;0
LineString (3462656.77635816438123584 5425198.84765840321779251, 3464611.47653896687552333 5433151.62009744439274073);30;49;8190.26784;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3462159.84320575930178165 5426688.41854207124561071);20;47;8203.777817;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3453601.01639671809971333 5436313.93858938571065664);18;31;8241.924726;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3462178.43183876946568489 5426407.10723903961479664);8;20;8252.272686;0
LineString (3470109.42191518936306238 5436662.94686345662921667, 3470996.66585338255390525 5428416.35889498051255941);39;22;8295.029739;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3451933.77845957269892097 5431382.375694889575243);45;3;8297.393674;0
LineString (3457268.98848493350669742 5428081.87244538124650717, 3465232.31786350952461362 5425724.29433836974203587);10;42;8305.837479;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3456362.14373768400400877 5421591.03055325616151094);28;44;8308.215642;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3453601.01639671809971333 5436313.93858938571065664);28;31;8350.083005;0
LineString (3452022.87577706621959805 5430948.10442888643592596, 3453404.55361524969339371 5422713.04253131803125143);43;37;8350.88289;0
LineString (3468723.84347889805212617 5428870.43565299920737743, 3469242.10503632668405771 5437211.66114674508571625);35;11;8358.156663;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3456586.13837308529764414 5421315.44365351181477308);27;24;8401.545342;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3464611.47653896687552333 5433151.62009744439274073);49;0;8410.599244;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3462384.64057742105796933 5426872.13059444166719913);20;23;8413.635329;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3452022.87577706621959805 5430948.10442888643592596);27;43;8415.817384;0
LineString (3451637.01836292631924152 5421813.62729568686336279, 3457268.98848493350669742 5428081.87244538124650717);15;10;8427.511721;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3464719.30048469034954906 5432442.04108787141740322);0;14;8448.724603;0
LineString (3459069.47409876342862844 5424510.26605264004319906, 3467552.71176850516349077 5424257.1826713215559721);36;32;8487.904063;0
LineString (3466659.65724263805896044 5435999.49862106051295996, 3468935.69408008782193065 5427807.71101057343184948);5;9;8502.95964;0
LineString (3451637.01836292631924152 5421813.62729568686336279, 3451798.97748474264517426 5430317.69400124438107014);4;15;8506.326502;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3459069.47409876342862844 5424510.26605264004319906);32;28;8531.614431;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3458048.36599232768639922 5426546.6815110445022583);13;25;8534.126753;0
LineString (3453848.75896579492837191 5424471.4946203175932169, 3462178.43183876946568489 5426407.10723903961479664);8;1;8552.461834;0
LineString (3453848.75896579492837191 5424471.4946203175932169, 3454905.93222851492464542 5432975.09213650040328503);46;1;8569.810219;0
LineString (3453848.75896579492837191 5424471.4946203175932169, 3462159.84320575930178165 5426688.41854207124561071);47;1;8602.533315;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3457792.80140150897204876 5424119.22082886192947626);18;26;8609.208084;0
LineString (3451798.97748474264517426 5430317.69400124438107014, 3457792.80140150897204876 5424119.22082886192947626);4;26;8623.264991;0
LineString (3457268.98848493350669742 5428081.87244538124650717, 3464719.30048469034954906 5432442.04108787141740322);14;10;8633.263013;0
